cap_uF,esr_mohm,tau_ms,v_esr_drop,v_cap_drop,vmin_v,regulator_current_peak_a,pass_3p4v
3300,150,1.0,0.3,0.2521918783499941,3.447808121650006,1.9331496206028174,True
4700,5,0.05,0.01,0.008684984511272031,3.981315015488728,2.9999999940226547,True
4700,5,0.1,0.01,0.017570586239380424,3.97242941376062,2.999868340203689,True
4700,5,0.2,0.01,0.03534229375158413,3.9546577062484163,2.980459953702652,True
4700,5,0.5,0.01,0.08865854834681985,3.90134145165318,2.607527678613823,True
4700,5,1.0,0.01,0.17707089330957032,3.81292910669043,1.9331496206028174,True
4700,10,0.05,0.02,0.008684984511272031,3.971315015488728,2.9999999940226547,True
4700,10,0.1,0.02,0.017570586239380424,3.9624294137606197,2.999868340203689,True
4700,10,0.2,0.02,0.03534229375158413,3.944657706248416,2.980459953702652,True
4700,10,0.5,0.02,0.08865854834681985,3.8913414516531803,2.607527678613823,True
4700,10,1.0,0.02,0.17707089330957032,3.8029291066904296,1.9331496206028174,True
4700,20,0.05,0.04,0.008684984511272031,3.9513150154887278,2.9999999940226547,True
4700,20,0.1,0.04,0.017570586239380424,3.9424294137606197,2.999868340203689,True
4700,20,0.2,0.04,0.03534229375158413,3.924657706248416,2.980459953702652,True
4700,20,0.5,0.04,0.08865854834681985,3.87134145165318,2.607527678613823,True
4700,20,1.0,0.04,0.17707089330957032,3.7829291066904296,1.9331496206028174,True
4700,30,0.05,0.06,0.008684984511272031,3.9313150154887277,2.9999999940226547,True
4700,30,0.1,0.06,0.017570586239380424,3.9224294137606197,2.999868340203689,True
4700,30,0.2,0.06,0.03534229375158413,3.904657706248416,2.980459953702652,True
4700,30,0.5,0.06,0.08865854834681985,3.8513414516531803,2.607527678613823,True
4700,30,1.0,0.06,0.17707089330957032,3.7629291066904296,1.9331496206028174,True
4700,50,0.05,0.1,0.008684984511272031,3.8913150154887277,2.9999999940226547,True
4700,50,0.1,0.1,0.017570586239380424,3.8824294137606197,2.999868340203689,True
4700,50,0.2,0.1,0.03534229375158413,3.864657706248416,2.980459953702652,True
4700,50,0.5,0.1,0.08865854834681985,3.8113414516531803,2.607527678613823,True
4700,50,1.0,0.1,0.17707089330957032,3.7229291066904295,1.9331496206028174,True
4700,75,0.05,0.15,0.008684984511272031,3.841315015488728,2.9999999940226547,True
4700,75,0.1,0.15,0.017570586239380424,3.83242941376062,2.999868340203689,True
4700,75,0.2,0.15,0.03534229375158413,3.814657706248416,2.980459953702652,True
4700,75,0.5,0.15,0.08865854834681985,3.7613414516531805,2.607527678613823,True
4700,75,1.0,0.15,0.17707089330957032,3.6729291066904297,1.9331496206028174,True
4700,100,0.05,0.2,0.008684984511272031,3.7913150154887276,2.9999999940226547,True
4700,100,0.1,0.2,0.017570586239380424,3.7824294137606196,2.999868340203689,True
4700,100,0.2,0.2,0.03534229375158413,3.764657706248416,2.980459953702652,True
4700,100,0.5,0.2,0.08865854834681985,3.7113414516531797,2.607527678613823,True
4700,100,1.0,0.2,0.17707089330957032,3.6229291066904294,1.9331496206028174,True
4700,150,0.05,0.3,0.008684984511272031,3.691315015488728,2.9999999940226547,True
4700,150,0.1,0.3,0.017570586239380424,3.68242941376062,2.999868340203689,True
4700,150,0.2,0.3,0.03534229375158413,3.6646577062484162,2.980459953702652,True
4700,150,0.5,0.3,0.08865854834681985,3.61134145165318,2.607527678613823,True
4700,150,1.0,0.3,0.17707089330957032,3.52292910669043,1.9331496206028174,True
6800,5,0.05,0.01,0.006002856941614493,3.9839971430583856,2.9999999940226547,True
6800,5,0.1,0.01,0.012144375783101177,3.977855624216899,2.999868340203689,True
6800,5,0.2,0.01,0.024427761857712563,3.9655722381422875,2.980459953702652,True
6800,5,0.5,0.01,0.06127870253383138,3.928721297466169,2.607527678613823,True
6800,5,1.0,0.01,0.1223872350816148,3.8676127649183853,1.9331496206028174,True
6800,10,0.05,0.02,0.006002856941614493,3.9739971430583854,2.9999999940226547,True
6800,10,0.1,0.02,0.012144375783101177,3.9678556242168987,2.999868340203689,True
6800,10,0.2,0.02,0.024427761857712563,3.9555722381422873,2.980459953702652,True
6800,10,0.5,0.02,0.06127870253383138,3.9187212974661687,2.607527678613823,True
6800,10,1.0,0.02,0.1223872350816148,3.857612764918385,1.9331496206028174,True
6800,20,0.05,0.04,0.006002856941614493,3.9539971430583853,2.9999999940226547,True
6800,20,0.1,0.04,0.012144375783101177,3.9478556242168987,2.999868340203689,True
6800,20,0.2,0.04,0.024427761857712563,3.9355722381422873,2.980459953702652,True
6800,20,0.5,0.04,0.06127870253383138,3.8987212974661687,2.607527678613823,True
6800,20,1.0,0.04,0.1223872350816148,3.837612764918385,1.9331496206028174,True
6800,30,0.05,0.06,0.006002856941614493,3.9339971430583853,2.9999999940226547,True
6800,30,0.1,0.06,0.012144375783101177,3.9278556242168987,2.999868340203689,True
6800,30,0.2,0.06,0.024427761857712563,3.9155722381422873,2.980459953702652,True
6800,30,0.5,0.06,0.06127870253383138,3.8787212974661687,2.607527678613823,True
6800,30,1.0,0.06,0.1223872350816148,3.817612764918385,1.9331496206028174,True
6800,50,0.05,0.1,0.006002856941614493,3.8939971430583853,2.9999999940226547,True
6800,50,0.1,0.1,0.012144375783101177,3.8878556242168987,2.999868340203689,True
6800,50,0.2,0.1,0.024427761857712563,3.8755722381422872,2.980459953702652,True
6800,50,0.5,0.1,0.06127870253383138,3.8387212974661686,2.607527678613823,True
6800,50,1.0,0.1,0.1223872350816148,3.777612764918385,1.9331496206028174,True
6800,75,0.05,0.15,0.006002856941614493,3.8439971430583855,2.9999999940226547,True
6800,75,0.1,0.15,0.012144375783101177,3.837855624216899,2.999868340203689,True
6800,75,0.2,0.15,0.024427761857712563,3.8255722381422874,2.980459953702652,True
6800,75,0.5,0.15,0.06127870253383138,3.788721297466169,2.607527678613823,True
6800,75,1.0,0.15,0.1223872350816148,3.7276127649183852,1.9331496206028174,True
6800,100,0.05,0.2,0.006002856941614493,3.793997143058385,2.9999999940226547,True
6800,100,0.1,0.2,0.012144375783101177,3.7878556242168986,2.999868340203689,True
6800,100,0.2,0.2,0.024427761857712563,3.775572238142287,2.980459953702652,True
6800,100,0.5,0.2,0.06127870253383138,3.7387212974661685,2.607527678613823,True
6800,100,1.0,0.2,0.1223872350816148,3.677612764918385,1.9331496206028174,True
6800,150,0.05,0.3,0.006002856941614493,3.6939971430583856,2.9999999940226547,True
6800,150,0.1,0.3,0.012144375783101177,3.687855624216899,2.999868340203689,True
6800,150,0.2,0.3,0.024427761857712563,3.6755722381422875,2.980459953702652,True
6800,150,0.5,0.3,0.06127870253383138,3.638721297466169,2.607527678613823,True
6800,150,1.0,0.3,0.1223872350816148,3.5776127649183853,1.9331496206028174,True
10000,5,0.05,0.01,0.004081942720297855,3.985918057279702,2.9999999940226547,True
10000,5,0.1,0.01,0.0082581755325088,3.9817418244674916,2.999868340203689,True
10000,5,0.2,0.01,0.01661087806324454,3.973389121936756,2.980459953702652,True
10000,5,0.5,0.01,0.04166951772300533,3.9483304822769947,2.607527678613823,True
10000,5,1.0,0.01,0.08322331985549805,3.9067766801445023,1.9331496206028174,True
10000,10,0.05,0.02,0.004081942720297855,3.975918057279702,2.9999999940226547,True
10000,10,0.1,0.02,0.0082581755325088,3.9717418244674914,2.999868340203689,True
10000,10,0.2,0.02,0.01661087806324454,3.9633891219367556,2.980459953702652,True
10000,10,0.5,0.02,0.04166951772300533,3.9383304822769944,2.607527678613823,True
10000,10,1.0,0.02,0.08322331985549805,3.896776680144502,1.9331496206028174,True
10000,20,0.05,0.04,0.004081942720297855,3.955918057279702,2.9999999940226547,True
10000,20,0.1,0.04,0.0082581755325088,3.9517418244674913,2.999868340203689,True
10000,20,0.2,0.04,0.01661087806324454,3.9433891219367556,2.980459953702652,True
10000,20,0.5,0.04,0.04166951772300533,3.9183304822769944,2.607527678613823,True
10000,20,1.0,0.04,0.08322331985549805,3.876776680144502,1.9331496206028174,True
10000,30,0.05,0.06,0.004081942720297855,3.935918057279702,2.9999999940226547,True
10000,30,0.1,0.06,0.0082581755325088,3.9317418244674913,2.999868340203689,True
10000,30,0.2,0.06,0.01661087806324454,3.9233891219367556,2.980459953702652,True
10000,30,0.5,0.06,0.04166951772300533,3.8983304822769944,2.607527678613823,True
10000,30,1.0,0.06,0.08322331985549805,3.856776680144502,1.9331496206028174,True
10000,50,0.05,0.1,0.004081942720297855,3.895918057279702,2.9999999940226547,True
10000,50,0.1,0.1,0.0082581755325088,3.8917418244674913,2.999868340203689,True
10000,50,0.2,0.1,0.01661087806324454,3.8833891219367556,2.980459953702652,True
10000,50,0.5,0.1,0.04166951772300533,3.8583304822769944,2.607527678613823,True
10000,50,1.0,0.1,0.08322331985549805,3.816776680144502,1.9331496206028174,True
10000,75,0.05,0.15,0.004081942720297855,3.845918057279702,2.9999999940226547,True
10000,75,0.1,0.15,0.0082581755325088,3.8417418244674915,2.999868340203689,True
10000,75,0.2,0.15,0.01661087806324454,3.8333891219367557,2.980459953702652,True
10000,75,0.5,0.15,0.04166951772300533,3.8083304822769946,2.607527678613823,True
10000,75,1.0,0.15,0.08322331985549805,3.766776680144502,1.9331496206028174,True
10000,100,0.05,0.2,0.004081942720297855,3.7959180572797018,2.9999999940226547,True
10000,100,0.1,0.2,0.0082581755325088,3.791741824467491,2.999868340203689,True
10000,100,0.2,0.2,0.01661087806324454,3.7833891219367555,2.980459953702652,True
10000,100,0.5,0.2,0.04166951772300533,3.7583304822769943,2.607527678613823,True
10000,100,1.0,0.2,0.08322331985549805,3.716776680144502,1.9331496206028174,True
10000,150,0.05,0.3,0.004081942720297855,3.695918057279702,2.9999999940226547,True
10000,150,0.1,0.3,0.0082581755325088,3.6917418244674916,2.999868340203689,True
