battery_oc_v,efficiency,source_r_ohm,bms_limit_a,input_current_a,source_sag_v,battery_terminal_v,current_margin_a,bms_pass,voltage_margin_to_6v_cutoff_v
6.0,0.95,0.15,4.0,2.743859649122807,0.41157894736842104,5.588421052631579,1.256140350877193,True,-0.4115789473684206
6.0,0.95,0.15,5.0,2.743859649122807,0.41157894736842104,5.588421052631579,2.256140350877193,True,-0.4115789473684206
6.0,0.95,0.15,6.0,2.743859649122807,0.41157894736842104,5.588421052631579,3.256140350877193,True,-0.4115789473684206
6.0,0.95,0.2,3.0,2.743859649122807,0.5487719298245615,5.451228070175438,0.2561403508771929,True,-0.5487719298245617
6.0,0.95,0.2,4.0,2.743859649122807,0.5487719298245615,5.451228070175438,1.256140350877193,True,-0.5487719298245617
6.0,0.95,0.2,5.0,2.743859649122807,0.5487719298245615,5.451228070175438,2.256140350877193,True,-0.5487719298245617
6.0,0.95,0.2,6.0,2.743859649122807,0.5487719298245615,5.451228070175438,3.256140350877193,True,-0.5487719298245617
6.0,0.95,0.25,3.0,2.743859649122807,0.6859649122807018,5.314035087719298,0.2561403508771929,True,-0.6859649122807019
6.0,0.95,0.25,4.0,2.743859649122807,0.6859649122807018,5.314035087719298,1.256140350877193,True,-0.6859649122807019
6.0,0.95,0.25,5.0,2.743859649122807,0.6859649122807018,5.314035087719298,2.256140350877193,True,-0.6859649122807019
6.0,0.95,0.25,6.0,2.743859649122807,0.6859649122807018,5.314035087719298,3.256140350877193,True,-0.6859649122807019
6.2,0.85,0.05,3.0,2.9677419354838714,0.14838709677419357,6.051612903225807,0.03225806451612856,True,0.05161290322580658
6.2,0.85,0.05,4.0,2.9677419354838714,0.14838709677419357,6.051612903225807,1.0322580645161286,True,0.05161290322580658
6.2,0.85,0.05,5.0,2.9677419354838714,0.14838709677419357,6.051612903225807,2.0322580645161286,True,0.05161290322580658
6.2,0.85,0.05,6.0,2.9677419354838714,0.14838709677419357,6.051612903225807,3.0322580645161286,True,0.05161290322580658
6.2,0.85,0.1,3.0,2.9677419354838714,0.29677419354838713,5.903225806451613,0.03225806451612856,True,-0.09677419354838701
6.2,0.85,0.1,4.0,2.9677419354838714,0.29677419354838713,5.903225806451613,1.0322580645161286,True,-0.09677419354838701
6.2,0.85,0.1,5.0,2.9677419354838714,0.29677419354838713,5.903225806451613,2.0322580645161286,True,-0.09677419354838701
6.2,0.85,0.1,6.0,2.9677419354838714,0.29677419354838713,5.903225806451613,3.0322580645161286,True,-0.09677419354838701
6.2,0.85,0.15,3.0,2.9677419354838714,0.4451612903225807,5.754838709677419,0.03225806451612856,True,-0.2451612903225806
6.2,0.85,0.15,4.0,2.9677419354838714,0.4451612903225807,5.754838709677419,1.0322580645161286,True,-0.2451612903225806
6.2,0.85,0.15,5.0,2.9677419354838714,0.4451612903225807,5.754838709677419,2.0322580645161286,True,-0.2451612903225806
6.2,0.85,0.15,6.0,2.9677419354838714,0.4451612903225807,5.754838709677419,3.0322580645161286,True,-0.2451612903225806
6.2,0.85,0.2,3.0,2.9677419354838714,0.5935483870967743,5.606451612903226,0.03225806451612856,True,-0.3935483870967742
6.2,0.85,0.2,4.0,2.9677419354838714,0.5935483870967743,5.606451612903226,1.0322580645161286,True,-0.3935483870967742
6.2,0.85,0.2,5.0,2.9677419354838714,0.5935483870967743,5.606451612903226,2.0322580645161286,True,-0.3935483870967742
6.2,0.85,0.2,6.0,2.9677419354838714,0.5935483870967743,5.606451612903226,3.0322580645161286,True,-0.3935483870967742
6.2,0.85,0.25,3.0,2.9677419354838714,0.7419354838709679,5.458064516129032,0.03225806451612856,True,-0.5419354838709678
6.2,0.85,0.25,4.0,2.9677419354838714,0.7419354838709679,5.458064516129032,1.0322580645161286,True,-0.5419354838709678
6.2,0.85,0.25,5.0,2.9677419354838714,0.7419354838709679,5.458064516129032,2.0322580645161286,True,-0.5419354838709678
6.2,0.85,0.25,6.0,2.9677419354838714,0.7419354838709679,5.458064516129032,3.0322580645161286,True,-0.5419354838709678
6.2,0.9,0.05,3.0,2.8028673835125444,0.14014336917562722,6.059856630824373,0.19713261648745561,True,0.05985663082437309
6.2,0.9,0.05,4.0,2.8028673835125444,0.14014336917562722,6.059856630824373,1.1971326164874556,True,0.05985663082437309
6.2,0.9,0.05,5.0,2.8028673835125444,0.14014336917562722,6.059856630824373,2.1971326164874556,True,0.05985663082437309
6.2,0.9,0.05,6.0,2.8028673835125444,0.14014336917562722,6.059856630824373,3.1971326164874556,True,0.05985663082437309
6.2,0.9,0.1,3.0,2.8028673835125444,0.28028673835125445,5.919713261648746,0.19713261648745561,True,-0.080286738351254
6.2,0.9,0.1,4.0,2.8028673835125444,0.28028673835125445,5.919713261648746,1.1971326164874556,True,-0.080286738351254
6.2,0.9,0.1,5.0,2.8028673835125444,0.28028673835125445,5.919713261648746,2.1971326164874556,True,-0.080286738351254
6.2,0.9,0.1,6.0,2.8028673835125444,0.28028673835125445,5.919713261648746,3.1971326164874556,True,-0.080286738351254
6.2,0.9,0.15,3.0,2.8028673835125444,0.42043010752688165,5.779569892473119,0.19713261648745561,True,-0.22043010752688108
6.2,0.9,0.15,4.0,2.8028673835125444,0.42043010752688165,5.779569892473119,1.1971326164874556,True,-0.22043010752688108
6.2,0.9,0.15,5.0,2.8028673835125444,0.42043010752688165,5.779569892473119,2.1971326164874556,True,-0.22043010752688108
6.2,0.9,0.15,6.0,2.8028673835125444,0.42043010752688165,5.779569892473119,3.1971326164874556,True,-0.22043010752688108
