rf_ohm,cf_f,fc_hz,vout_3uA_mV,fc_pass,gain_pass
44883.38454259353,1.0179986254469959e-07,34.8327162112908,134.6501536277806,True,True
47342.154033429295,9.84450827438008e-08,34.14900775359419,142.0264621002879,True,True
46668.46035009123,9.801316651846748e-08,34.79463124826027,140.00538105027368,True,True
48888.44710985533,1.0292983673660753e-07,31.628063724871947,146.665341329566,True,True
47156.926751351966,1.0340747247944514e-07,32.63793810438798,141.4707802540559,True,True
45582.43158637469,1.0331598540616222e-07,33.79520775189839,136.74729475912406,True,True
47107.41822267458,9.607446153518281e-08,35.1659917355265,141.32225466802376,True,True
46383.75846159112,1.0446879627340874e-07,32.844874330313445,139.15127538477338,True,True
45893.06996999236,9.950639298706298e-08,34.851545161271545,137.67920990997706,True,True
47793.62746961215,9.927066476562358e-08,33.5451089994626,143.38088240883644,True,True
47083.73067747304,9.665808506143254e-08,34.97124372471615,141.2511920324191,True,True
45417.66516394352,1.0225064425146752e-07,34.271197076214825,136.25299549183057,True,True
48555.19375788062,9.854808711186693e-08,33.26107192687307,145.66558127364183,True,True
45556.53170084341,9.588229762331763e-08,36.43602959153156,136.66959510253022,True,True
44893.46711741166,9.72179648086601e-08,36.46619577740688,134.68040135223498,True,True
48202.09425919605,9.5924279493699e-08,34.42117396007735,144.60628277758815,True,True
47462.908838563766,9.554312793241474e-08,35.096703376866024,142.38872651569127,True,True
47247.57593209823,9.997385167909795e-08,33.694124445824954,141.7427277962947,True,True
46233.19158919181,9.78944637264563e-08,35.16479784909622,138.69957476757543,True,True
47957.71253032397,1.021347135059974e-07,32.49288672403697,143.87313759097194,True,True
48462.39931084263,9.529407436498267e-08,34.462701947608686,145.3871979325279,True,True
48785.16705712291,9.854580117442924e-08,33.10504712904225,146.35550117136876,True,True
45802.54000475478,9.704445517843804e-08,35.806332707320635,137.40762001426435,True,True
44764.37741221918,1.0074191952458025e-07,35.292088644423,134.29313223665756,True,True
46371.41666706981,9.544684734806901e-08,35.95904751753264,139.11425000120946,True,True
48625.87459680975,1.0268440902698723e-07,31.874853539815838,145.87762379042925,True,True
46706.14262855792,1.0057073554745703e-07,33.882426427759135,140.11842788567378,True,True
46744.13658266013,9.879979344099508e-08,34.46172025872694,140.2324097479804,True,True
46040.001510748836,1.015467033351984e-07,34.0423061910059,138.12000453224653,True,True
44859.040283056696,1.0043088297330447e-07,35.326683927347574,134.5771208491701,True,True
48051.02818354947,9.942169625301315e-08,33.314728488670674,144.1530845506484,True,True
