battery_v,adc_node_v,divider_current_mA
6.0,1.488721804511278,0.4511278195488722
6.8,1.6872180451127818,0.5112781954887218
7.4,1.8360902255639098,0.5563909774436091
8.4,2.0842105263157893,0.631578947368421
