battery_v,efficiency,total_output_w,battery_input_w,battery_input_a
6.0,0.85,15.64,18.400000000000002,3.066666666666667
7.4,0.85,15.64,18.400000000000002,2.486486486486487
8.4,0.85,15.64,18.400000000000002,2.1904761904761907
6.0,0.9,15.64,17.377777777777776,2.896296296296296
7.4,0.9,15.64,17.377777777777776,2.348348348348348
8.4,0.9,15.64,17.377777777777776,2.0687830687830684
6.0,0.95,15.64,16.46315789473684,2.743859649122807
7.4,0.95,15.64,16.46315789473684,2.2247510668563297
8.4,0.95,15.64,16.46315789473684,1.9598997493734334
